Wall time,Step,Value
1708125918.3255982,0,1.13950514793396
1708125918.411366,1,0.8816099762916565
1708125918.5022817,2,0.8073349595069885
1708125918.5959182,3,0.7203153371810913
1708125918.6813166,4,0.6477039456367493
1708125918.7805452,5,0.5559763312339783
1708125918.8675437,6,0.4730460047721863
1708125918.9663706,7,0.38493579626083374
1708125919.0682445,8,0.32780203223228455
1708125919.1589153,9,0.2586347162723541
1708125919.2438784,10,0.21971096098423004
1708125919.3371615,11,0.15272633731365204
1708125919.4328153,12,0.11910739541053772
1708125919.6427977,13,0.18086551129817963
1708125919.7376852,14,0.096976637840271
1708125919.8302705,15,0.14808213710784912
1708125919.9187174,16,0.09271732717752457
1708125920.0202208,17,0.08048968017101288
1708125920.1012273,18,0.054037950932979584
1708125920.205195,19,0.07498151808977127
1708125920.297508,20,0.06133822351694107
1708125920.3857088,21,0.06808677315711975
1708125920.4842317,22,0.0862291008234024
1708125920.5700595,23,0.07788392156362534
1708125920.6554666,24,0.02464396320283413
1708125920.7435489,25,0.0366324707865715
1708125920.8371267,26,0.03277822583913803
1708125920.9289784,27,0.02968071587383747
1708125921.0206418,28,0.034682366997003555
1708125921.1057503,29,0.03404802829027176
1708125921.2026746,30,0.014214685186743736
1708125921.2983842,31,0.03641268238425255
1708125921.3882635,32,0.04364701360464096
1708125921.5843773,33,0.026431944221258163
1708125921.680618,34,0.05793587863445282
1708125921.7693014,35,0.01682967320084572
1708125921.8607607,36,0.00974196009337902
1708125921.9477565,37,0.06158052012324333
1708125922.0378118,38,0.01051553525030613
1708125922.1313412,39,0.005763905122876167
1708125922.2427835,40,0.06302782893180847
1708125922.3437061,41,0.017957594245672226
1708125922.4384747,42,0.01737648993730545
1708125922.5373516,43,0.051214851438999176
1708125922.627573,44,0.045937515795230865
1708125922.7136343,45,0.013426627032458782
1708125922.810488,46,0.017699001356959343
1708125922.9083893,47,0.025559714064002037
1708125923.00191,48,0.03272271156311035
1708125923.08287,49,0.02227768488228321
1708125923.1723692,50,0.014935443177819252
1708125923.2614162,51,0.006518031004816294
1708125923.3526368,52,0.022038433700799942
1708125923.4487011,53,0.011282045394182205
1708125923.533437,54,0.010668747127056122
1708125923.628417,55,0.006639042869210243
1708125923.7239058,56,0.016300488263368607
1708125923.8189092,57,0.00424776179715991
1708125924.0204546,58,0.0735212191939354
1708125924.1127408,59,0.06350608170032501
1708125924.198869,60,0.025549056008458138
1708125924.2844875,61,0.007217194885015488
1708125924.384547,62,0.04523835703730583
1708125924.4769237,63,0.031252745538949966
1708125924.5676286,64,0.018124552443623543
1708125924.6615462,65,0.004097029101103544
1708125924.7474773,66,0.05136974900960922
1708125924.837087,67,0.06326627731323242
1708125924.928192,68,0.00969376228749752
1708125925.0282671,69,0.014399142935872078
1708125925.12349,70,0.02782256156206131
1708125925.2128365,71,0.006560520268976688
1708125925.30212,72,0.015513287857174873
1708125925.3885715,73,0.0031399251893162727
1708125925.4905124,74,0.003201222512871027
1708125925.5809894,75,0.004327766597270966
1708125925.7786033,76,0.0030186306685209274
1708125925.873517,77,0.009230601601302624
1708125925.9623604,78,0.06117454543709755
1708125926.0615325,79,0.004182511940598488
1708125926.1485882,80,0.020711394026875496
1708125926.2476642,81,0.0020108288154006004
1708125926.3425639,82,0.004024595487862825
1708125926.428748,83,0.0026371327694505453
1708125926.5270774,84,0.012930840253829956
1708125926.6088269,85,0.004913108889013529
1708125926.6905694,86,0.011607695370912552
1708125926.784055,87,0.009753911755979061
1708125926.8776815,88,0.009895078837871552
1708125926.9655917,89,0.019171597436070442
1708125927.138851,90,0.012585794553160667
1708125927.251755,91,0.015686847269535065
1708125927.3567178,92,0.002198298927396536
1708125927.4483247,93,0.0352347157895565
1708125927.5488565,94,0.0016078796470537782
1708125927.6398857,95,0.0015703837852925062
1708125927.7304752,96,0.010942828841507435
1708125927.8840501,97,0.005433419719338417
1708125927.9858737,98,0.0057763303630054
