Wall time,Step,Value
1708126243.4963143,0,15.379858016967773
1708126243.5945454,1,25.22736358642578
1708126243.690208,2,21.806133270263672
1708126243.7757397,3,21.33919334411621
1708126243.8693962,4,21.575897216796875
1708126243.955069,5,18.352428436279297
1708126244.0364654,6,18.009807586669922
1708126244.1229863,7,18.131555557250977
1708126244.2048988,8,10.265691757202148
1708126244.3018088,9,10.189361572265625
1708126244.3944914,10,0.6724210977554321
1708126244.4940944,11,2.14658260345459
1708126244.5927973,12,0.6599938273429871
1708126244.7614713,13,0.6329817771911621
1708126244.8525321,14,0.7009001970291138
1708126244.9349358,15,0.6538363695144653
1708126245.0153573,16,2.119478702545166
1708126245.1110795,17,0.504608154296875
1708126245.2008717,18,0.5028657913208008
1708126245.2937164,19,0.40827977657318115
1708126245.3919072,20,0.3944263756275177
1708126245.4909787,21,0.34557023644447327
1708126245.5917745,22,0.2663566768169403
1708126245.6799772,23,1.8272267580032349
1708126245.7704518,24,0.28696590662002563
1708126245.8617816,25,0.2367704212665558
1708126245.9562407,26,0.20420506596565247
1708126246.0639787,27,0.2146976739168167
1708126246.1567938,28,0.20530132949352264
1708126246.2451384,29,0.2501997947692871
1708126246.3455744,30,0.17415198683738708
1708126246.4324274,31,1.8353297710418701
1708126246.528512,32,0.17969189584255219
1708126246.7365732,33,0.20343536138534546
1708126246.8214285,34,0.17411482334136963
1708126246.9145885,35,0.16648012399673462
1708126247.0093307,36,0.1714838445186615
1708126247.1006012,37,0.1593399941921234
1708126247.187565,38,0.1387571096420288
1708126247.27199,39,0.14298167824745178
1708126247.3605645,40,0.13618022203445435
1708126247.4435265,41,0.1622324287891388
1708126247.5336905,42,0.1539282351732254
1708126247.615559,43,0.12667179107666016
1708126247.7076564,44,0.1402261108160019
1708126247.8356905,45,0.16687262058258057
1708126247.9877555,46,0.15276755392551422
1708126248.1144917,47,0.12415473163127899
1708126248.2286577,48,0.10902682691812515
1708126248.3364222,49,0.12037799507379532
1708126248.4315884,50,0.16348759829998016
1708126248.5294528,51,0.15600165724754333
1708126248.6274428,52,0.12430992722511292
1708126248.7137043,53,0.13146968185901642
1708126248.8048213,54,0.09874820709228516
1708126248.8991969,55,0.11772257834672928
1708126248.9908454,56,0.11199444532394409
1708126249.082958,57,0.10138195753097534
1708126249.2911289,58,0.09986775368452072
1708126249.3771687,59,0.10747703909873962
1708126249.4694219,60,0.08606648445129395
1708126249.5677643,61,0.10216192156076431
1708126249.6646366,62,0.09870506078004837
1708126249.8055124,63,0.08876145631074905
1708126249.9235828,64,0.09782697260379791
1708126250.0178952,65,0.11726519465446472
1708126250.124274,66,0.09400832653045654
1708126250.2247086,67,1.630448341369629
1708126250.325319,68,0.08068422973155975
1708126250.4263365,69,0.10387706756591797
1708126250.5264347,70,0.07658209651708603
1708126250.6249597,71,0.09590751677751541
1708126250.7229834,72,0.09262015670537949
1708126250.8138533,73,0.07415062189102173
1708126250.9145381,74,0.11162639409303665
1708126251.0240014,75,0.11403421312570572
1708126251.2369068,76,0.08049175143241882
1708126251.3491974,77,0.07829390466213226
1708126251.4552093,78,0.06297683715820312
1708126251.5852,79,0.056457407772541046
1708126251.6974967,80,0.07633427530527115
1708126251.828587,81,0.06662262231111526
1708126251.9377606,82,0.09696431457996368
1708126252.0348835,83,0.07487437129020691
1708126252.1440644,84,0.0795692428946495
1708126252.2497275,85,0.06123879551887512
1708126252.3516216,86,0.06185431033372879
1708126252.4473517,87,0.06053513288497925
1708126252.542399,88,0.15150058269500732
1708126252.636328,89,0.0857451930642128
1708126252.7276492,90,0.07902850210666656
1708126252.8214397,91,0.09838148951530457
1708126252.9170756,92,0.06411898136138916
1708126253.005124,93,0.07608246803283691
1708126253.0923479,94,0.0719735249876976
1708126253.1782708,95,0.0733095109462738
1708126253.273433,96,1.6404646635055542
1708126253.3550446,97,0.07096868008375168
1708126253.444051,98,0.0859801322221756
