Wall time,Step,Value
1708126129.1313396,0,1.1183655261993408
1708126129.2056534,1,0.9384922981262207
1708126129.2899425,2,0.8525058031082153
1708126129.3647907,3,0.7229822874069214
1708126129.438105,4,0.5795530676841736
1708126129.5169392,5,0.4959903657436371
1708126129.600227,6,0.37756025791168213
1708126129.670748,7,0.30408594012260437
1708126129.7440605,8,0.3559344410896301
1708126129.832336,9,0.3482961058616638
1708126129.9106345,10,0.19368362426757812
1708126129.9979086,11,0.16291047632694244
1708126130.0881743,12,0.1311744898557663
1708126130.2671468,13,0.16554725170135498
1708126130.3559978,14,0.13029183447360992
1708126130.4532578,15,0.12073813378810883
1708126130.546297,16,0.12404005974531174
1708126130.6455414,17,0.07971785962581635
1708126130.7387981,18,0.0711653009057045
1708126130.8330543,19,0.04469425231218338
1708126130.9311676,20,0.050215113908052444
1708126131.0214336,21,0.05970817804336548
1708126131.1043687,22,0.04142151027917862
1708126131.1956952,23,0.04040456935763359
1708126131.292944,24,0.03242790326476097
1708126131.3834348,25,0.09187392890453339
1708126131.4756985,26,0.06441735476255417
1708126131.566461,27,0.05705169215798378
1708126131.6637719,28,0.06830218434333801
1708126131.7520425,29,0.02581452578306198
1708126131.8434525,30,0.020552584901452065
1708126131.9437015,31,0.02635103464126587
1708126132.026999,32,0.032425034791231155
1708126132.2215085,33,0.035326775163412094
1708126132.3057957,34,0.015459037385880947
1708126132.4010534,35,0.06665786355733871
1708126132.4853425,36,0.03622807189822197
1708126132.5776298,37,0.035825565457344055
1708126132.676372,38,0.037129808217287064
1708126132.7654421,39,0.05159449577331543
1708126132.855711,40,0.027775989845395088
1708126132.9409993,41,0.034206800162792206
1708126133.02609,42,0.036763276904821396
1708126133.1183586,43,0.08621098846197128
1708126133.1996574,44,0.013928449712693691
1708126133.2898014,45,0.015607276931405067
1708126133.3755748,46,0.0078878253698349
1708126133.469836,47,0.03682887181639671
1708126133.561102,48,0.03170584887266159
1708126133.6602373,49,0.007559485733509064
1708126133.7530198,50,0.007337184622883797
1708126133.8532805,51,0.0066911387257277966
1708126133.9455898,52,0.008681508712470531
1708126134.0328715,53,0.012029839679598808
1708126134.1302302,54,0.020319228991866112
1708126134.2244956,55,0.046811990439891815
1708126134.3107944,56,0.012487351894378662
1708126134.3965495,57,0.012635340914130211
1708126134.5838945,58,0.005966518074274063
1708126134.671663,59,0.0069910679012537
1708126134.7589362,60,0.06378752738237381
1708126134.8462126,61,0.028473680838942528
1708126134.947466,62,0.018336884677410126
1708126135.0347407,63,0.006853231228888035
1708126135.122016,64,0.011550016701221466
1708126135.2142782,65,0.0079563083127141
1708126135.295566,66,0.011314050294458866
1708126135.3773503,67,0.02723833918571472
1708126135.4696114,68,0.031137267127633095
1708126135.5608737,69,0.015940533950924873
1708126135.6501434,70,0.05375155806541443
1708126135.738327,71,0.016040604561567307
1708126135.8216157,72,0.0056701600551605225
1708126135.9068947,73,0.011379665695130825
1708126135.9949083,74,0.00523791229352355
1708126136.0901606,75,0.010558023117482662
1708126136.284157,76,0.01792657934129238
1708126136.3663228,77,0.01672518439590931
1708126136.460587,78,0.003984122071415186
1708126136.547859,79,0.00973682664334774
1708126136.6291502,80,0.003490984672680497
1708126136.7244065,81,0.0226923618465662
1708126136.8086894,82,0.015097285620868206
1708126136.9019496,83,0.0101969875395298
1708126136.984729,84,0.012010462582111359
1708126137.0738854,85,0.0042224605567753315
1708126137.1551774,86,0.004231301601976156
1708126137.2514317,87,0.03695378825068474
1708126137.3423243,88,0.011074687354266644
1708126137.4365819,89,0.04823464900255203
1708126137.5318346,90,0.040266431868076324
1708126137.6211042,91,0.003726101480424404
1708126137.7033932,92,0.012218086048960686
1708126137.792666,93,0.003874590154737234
1708126137.8854172,94,0.005216663237661123
1708126137.9667125,95,0.005397692788392305
1708126138.0569763,96,0.021981775760650635
1708126138.1442556,97,0.05724248290061951
1708126138.2345276,98,0.006033492274582386
